experiment_id,case_id,group,station_template,station_noise,event_template,noise_files,onset_s,target_snr_db,taper_applied,noise_length_samples,noise_components,noise_rms_full,noise_rms_injection_10s,noise_rms_background,noise_mad_full,frame_rms_cv_4s,dominant_freq_hz,spectral_slope_1_20,bandpower_1_5,bandpower_5_10,bandpower_10_20,high_low_bandpower_ratio,log10_noise_rms_full,log10_noise_rms_injection_10s,log10_noise_rms_background,log10_noise_mad_full,log10_bandpower_1_5,log10_bandpower_5_10,log10_bandpower_10_20,log10_high_low_bandpower_ratio
E3_RECONSTRUCTED_NOTAPER_V1,A_1,A,R0BD5,R17EF,AM.R0BD5.event.20260411T225413.mseed,AM.R17EF.noise.20260605T000911.mseed;AM.R17EF.noise.20260605T032747.mseed;AM.R17EF.noise.20260605T024618.mseed,59.53,-5.0,false,9000,3,196.709649769685,227.3446923434723,194.3275051857333,105.93074035644531,0.17980828177744587,8.69140625,0.17074914753226442,5710.079097747803,24256.607906147838,8789.19008821249,1.539241390137514,2.293825665150307,2.356684819491869,2.288534275149312,2.025022007604157,3.756642124266422,4.384830068144623,3.9439488572778862,0.18730673301174666
E3_RECONSTRUCTED_NOTAPER_V1,A_2,A,R0BD5,R17EF,AM.R0BD5.event.20260411T225413.mseed,AM.R17EF.noise.20260605T000911.mseed;AM.R17EF.noise.20260605T032747.mseed;AM.R17EF.noise.20260605T024618.mseed,59.53,0.0,false,9000,3,110.61796597757593,127.84531664017827,109.27838761909278,59.56923294067383,0.17980828167449736,8.69140625,0.17074912866419148,1805.6855777278543,7670.61267895624,2779.385987482965,1.5392413949389485,2.043825668481041,2.106684823136062,2.0385342784559026,1.7750220078245955,3.256642129285399,3.8848300539702447,3.4439488636515807,0.1873067343664637
E3_RECONSTRUCTED_NOTAPER_V1,A_3,A,R0BD5,R17EF,AM.R0BD5.event.20260411T225413.mseed,AM.R17EF.noise.20260605T000911.mseed;AM.R17EF.noise.20260605T032747.mseed;AM.R17EF.noise.20260605T024618.mseed,59.53,5.0,false,9000,3,62.20505471963072,71.8927061135931,61.451754438328955,33.49824142456055,0.17980828151783712,8.69140625,0.17074912342461088,571.007936168462,2425.660841492936,878.9190583862364,1.5392414057918298,1.793825676453678,1.8566848311992696,1.7885342864414926,1.5250220082411494,2.756642144340803,3.3848300772539353,2.943948881769108,0.18730673742858667
E3_RECONSTRUCTED_NOTAPER_V1,A_4,A,R0BD5,R1A27,AM.R0BD5.event.20260412T035354.mseed,AM.R1A27.noise.20260602T133011.mseed;AM.R1A27.noise.20260602T033740.mseed;AM.R1A27.noise.20260601T080600.mseed,28.27,-5.0,false,9000,3,112.9328399768514,114.66267329297567,114.92836192819662,63.763526916503906,0.173339040068638,8.69140625,-1.257433782768289,2976.1776447296143,9211.384209990501,648.8473616540432,0.21801365345346876,2.0528202496916754,2.0594220628778173,2.0604272167556896,1.804572330941598,3.4736588502015504,3.9643248972533254,2.812142543043865,-0.661516307155694
E3_RECONSTRUCTED_NOTAPER_V1,A_5,A,R0BD5,R1A27,AM.R0BD5.event.20260412T035354.mseed,AM.R1A27.noise.20260602T133011.mseed;AM.R1A27.noise.20260602T033740.mseed;AM.R1A27.noise.20260601T080600.mseed,28.27,0.0,false,9000,3,63.506803715802164,64.47956049313038,64.62896817483688,35.85686492919922,0.17333904004983772,8.69140625,-1.2574337887712876,941.1500222980976,2912.895530089736,205.18355555832386,0.2180136542496243,1.8028202553383375,1.8094220685603977,1.8104272223074578,1.5545723152465523,2.973658856863054,3.46432490909758,2.312142551291353,-0.661516305569711
E3_RECONSTRUCTED_NOTAPER_V1,A_6,A,R0BD5,R1A27,AM.R0BD5.event.20260412T035354.mseed,AM.R1A27.noise.20260602T133011.mseed;AM.R1A27.noise.20260602T033740.mseed;AM.R1A27.noise.20260601T080600.mseed,28.27,5.0,false,9000,3,35.7124995947887,36.25952089462782,36.343539038855816,20.16379737854004,0.17333904037342773,8.69140625,-1.2574338002980874,297.6177622564137,921.1384130641818,64.88473494537175,0.21801365097782652,1.5528202484630964,1.5594220613647407,1.5604272154929437,1.3045723246605945,2.473658846967086,2.9643248935122273,1.812142534877799,-0.6615163120873016
E3_RECONSTRUCTED_NOTAPER_V1,A_7,A,R0BD5,R28BA,AM.R0BD5.event.20260414T210629.mseed,AM.R28BA.noise.20260603T134029.mseed;AM.R28BA.noise.20260601T082710.mseed;AM.R28BA.noise.20260607T231501.mseed,18.76,-5.0,false,9000,3,144.74908093033187,47.0465932240814,165.14404185552775,55.553321838378906,0.6571344715075694,11.03515625,0.9348648657333932,1978.2576397061348,2303.5433255136013,15173.743120580912,7.670256298282223,2.1606158148992867,1.672528180418966,2.2178629096293476,1.7447100329068619,3.2962828515767546,3.36239638496488,4.181092727529647,0.884809875952949
E3_RECONSTRUCTED_NOTAPER_V1,A_8,A,R0BD5,R28BA,AM.R0BD5.event.20260414T210629.mseed,AM.R28BA.noise.20260603T134029.mseed;AM.R28BA.noise.20260601T082710.mseed;AM.R28BA.noise.20260607T231501.mseed,18.76,0.0,false,9000,3,81.39838953982657,26.456243482325355,92.86731882422534,31.239931106567383,0.6571344715783192,11.03515625,0.9348648634825949,625.5799889564514,728.4443506039679,4798.35883975029,7.670256281302359,1.9106158124950354,1.42252817882673,1.967862907197087,1.4947100674565372,2.796282848068436,2.8623963795119693,3.6810927230599186,0.884809874991539
E3_RECONSTRUCTED_NOTAPER_V1,A_9,A,R0BD5,R28BA,AM.R0BD5.event.20260414T210629.mseed,AM.R28BA.noise.20260603T134029.mseed;AM.R28BA.noise.20260601T082710.mseed;AM.R28BA.noise.20260607T231501.mseed,18.76,5.0,false,9000,3,45.77367702939524,14.877438574202676,52.22312975639376,17.5675048828125,0.6571344721593921,11.03515625,0.9348648630154242,197.8257481008768,230.35431592725217,1517.3741912469268,7.67025630290132,1.6606158009882415,1.1725281658304996,1.7178628957366635,1.244710082919583,2.2962828167373144,2.3623963536229113,3.1810926929517427,0.884809876214485
E3_RECONSTRUCTED_NOTAPER_V1,A_10,A,R0BD5,R36D4,AM.R0BD5.event.20260418T212920.mseed,AM.R36D4.noise.20260602T031850.mseed;AM.R36D4.noise.20260601T123636.mseed;AM.R36D4.noise.20260601T082710.mseed,19.65,-5.0,false,9000,3,41.39499082563401,22.970783932434617,43.369048486896446,17.75631332397461,0.4211457687296424,12.01171875,-0.31593960484853184,76.29755665548146,71.01241583004594,1116.3654380477965,14.631732482452684,1.6169477906763234,1.361175816776282,1.637179893870619,1.249352799885266,1.8825106303791013,1.8513342875228742,3.0478063825483437,1.1652957521692717
